"","Represented.Test.Veh.Make","Model","Vehicle.Type","HorsePower","Cylinders","Tested.Transmission.Type.Code","Tested.Transmission.Type","Gears","Drive.System.Code","Weight","AxleRatio","Test.Procedure.Cd","Test.Procedure.Description","Test.Fuel.Type.Cd","Test.Fuel.Type.Description","FuelEcon"
"164","Jeep","Cherokee","Both",184,"4","A","Automatic","9","F",4250,1.79,"21","Federal fuel 2-day exhaust (w/can load)","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",18.3
"165","Jeep","Cherokee 4X4","Truck",184,"4","A","Automatic","9","F",4250,1.96,"3","HWFE","61","Tier 2 Cert Gasoline",35.2
"166","Jeep","Cherokee 4X4","Both",184,"4","A","Automatic","9","A",4250,1.79,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26.2
"167","Jeep","Cherokee 4X4","Both",271,"6","A","Automatic","9","F",4250,1.56,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25.6
"168","Jeep","Cherokee 4x4 Active Drive II","Truck",271,"6","A","Automatic","9","F",4500,1.68,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",23.1
"169","Jeep","Cherokee FWD","Both",184,"4","A","Automatic","9","F",4000,1.79,"3","HWFE","61","Tier 2 Cert Gasoline",43
"170","Jeep","Cherokee FWD","Both",271,"6","A","Automatic","9","F",4000,1.56,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26.1
"171","Jeep","Cherokee FWD","Both",184,"4","A","Automatic","9","F",4000,1.79,"21","Federal fuel 2-day exhaust (w/can load)","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",19.2
"172","Jeep","Cherokee Trailhawk 4X4","Truck",271,"6","A","Automatic","9","F",4500,1.68,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",23
"173","Jeep","Compass 4X2","Both",180,"4","M","Manual","6","F",3500,2.38,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",29
"174","Jeep","Compass 4X2","Both",184,"4","A","Automatic","6","F",3625,2.35,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",28.3
"175","Jeep","Compass 4X4","Both",184,"4","A","Automatic","9","F",3750,1.79,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",27.7
"176","Jeep","Compass 4X4","Both",180,"4","M","Manual","6","F",3625,2.38,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",27.3
"177","Jeep","Grand Cherokee 4X2","Truck",295,"6","A","Automatic","8","R",5000,3.45,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",23.8
"178","Jeep","Grand Cherokee 4X4","Truck",295,"6","A","Automatic","8","4",5000,3.45,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",23.3
"179","Jeep","Grand Cherokee SRT8","Truck",470,"8","A","Automatic","8","R",5500,3.7,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",15.7
"180","Jeep","Grand Cherokee TrackHawk 4x4","Truck",707,"8","A","Automatic","8","4",6000,3.7,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",13.7
"181","Jeep","Wrangler 4WD","Truck",290,"6","A","Automatic","5","4",4750,3.21,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.8
"182","Jeep","Wrangler 4WD","Truck",290,"6","A","Automatic","5","4",4250,3.21,"3","HWFE","61","Tier 2 Cert Gasoline",29.3
"183","Jeep","Wrangler 4WD","Car",290,"4","M","Manual","6","4",4750,3.21,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.5
"184","Jeep","Wrangler 4WD","Truck",290,"6","M","Manual","6","4",4250,3.21,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20.6
"185","RAM","1500 2WD","Truck",390,"8","A","Automatic","8","R",5500,3.21,"3","HWFE","61","Tier 2 Cert Gasoline",29.6
"186","RAM","1500 2WD","Truck",390,"8","A","Automatic","8","R",5000,3.21,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",18.6
"187","RAM","1500 2WD","Truck",390,"8","A","Automatic","8","R",5500,3.21,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",17.6
"188","RAM","1500 4X4","Truck",390,"8","A","Automatic","6","R",5500,3.55,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",15.4
"189","RAM","Promaster City","Both",184,"4","A","Automatic","9","F",3750,1.79,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26.6
"190","Ferrari","488 GTB","Car",661,"8","AM","Automated Manual","7","R",4000,4.37,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.9
"191","Ferrari","812 Superfast","Car",785,"12","AM","Automated Manual","7","R",4250,4.37,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",14.6
"192","Ferrari","California T","Car",553,"8","AM","Automated Manual","7","R",4500,3.87,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.8
"193","Ferrari","GTC4Lusso","Car",680,"12","AM","Automated Manual","7","R",4750,3.88,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",13.8
"194","Ferrari","GTC4Lusso T","Car",602,"8","AM","Automated Manual","7","R",4750,3.88,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",17.6
"195","Ford","1.0L EcoSport","Truck",125,"3","SA","Semi-Automatic","6","F",3375,3.44,"90","US06","61","Tier 2 Cert Gasoline",26.1
"196","Ford","C-Max (HEV)","Car",141,"4","CVT","Continuously Variable","1","F",4000,2.57,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",58
"197","Ford","EcoSport","Truck",160,"4","SA","Semi-Automatic","6","F",3750,3.51,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",29.7
"198","Ford","Edge","Truck",245,"4","A","Automatic","6","F",4500,3.36,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25.8
"199","Ford","Edge","Truck",245,"4","A","Automatic","6","F",4250,3.21,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26.3
"200","Ford","Edge","Truck",280,"6","A","Automatic","6","F",4500,3.16,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21.7
"201","Ford","Edge","Truck",325,"6","A","Automatic","6","A",4750,3.16,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21.6
"202","Ford","Edge","Truck",280,"6","A","Automatic","6","F",4500,3.16,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22
"203","Ford","Edge","Truck",245,"4","A","Automatic","6","A",4500,3.36,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.8
"204","Ford","Edge","Truck",280,"6","A","Automatic","6","A",4500,3.39,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20.5
"205","Ford","Escape","Truck",245,"4","SA","Semi-Automatic","6","F",4000,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26
"206","Ford","Escape","Truck",245,"4","SA","Semi-Automatic","6","F",4000,3.07,"3","HWFE","61","Tier 2 Cert Gasoline",42
"207","Ford","Escape AWD","Truck",180,"4","SA","Semi-Automatic","6","F",4000,3.51,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",27.9
"208","Ford","Escape FWD","Truck",168,"4","SA","Semi-Automatic","6","F",3875,3.51,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26.9
"209","Ford","Escape FWD","Truck",168,"4","SA","Semi-Automatic","6","F",3875,3.51,"21","Federal fuel 2-day exhaust (w/can load)","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",19.6
"210","Ford","Escape FWD","Truck",180,"4","SA","Semi-Automatic","6","F",3875,3.21,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",29.6
"211","FORD","Explorer","Car",355,"6","SA","Semi-Automatic","6","F",5250,3.16,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.2
"212","Ford","F-150","Truck",450,"6","SA","Semi-Automatic","10","R",6000,4.1,"3","HWFE","61","Tier 2 Cert Gasoline",24.5
"213","Ford","F-150","Truck",375,"6","A","Automatic","10","R",5000,3.15,"3","HWFE","61","Tier 2 Cert Gasoline",34.6
"214","Ford","F-150","Truck",375,"6","A","Automatic","10","R",4750,3.15,"3","HWFE","61","Tier 2 Cert Gasoline",35.1
"215","Ford","F-150","Truck",375,"6","A","Automatic","10","R",5500,3.73,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.8
"216","Ford","F-150 4X4 SUPER CREW CAB","Truck",400,"6","SA","Semi-Automatic","10","R",5250,3.55,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",23.5
"217","Ford","F-150 Regular Cab","Truck",282,"6","SA","Semi-Automatic","6","R",4500,3.55,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.5
"218","Ford","F-150 Regular Cab","Truck",282,"6","SA","Semi-Automatic","6","R",4500,3.55,"3","HWFE","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",26.3
"219","Ford","F-150 Super Cab","Truck",282,"6","SA","Semi-Automatic","6","R",5000,3.73,"3","HWFE","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",24
"220","Ford","F-150 SuperCab","Truck",282,"6","SA","Semi-Automatic","6","R",5000,3.73,"3","HWFE","61","Tier 2 Cert Gasoline",32.4
"221","Ford","F150 Super Cab 4X2","Truck",400,"6","SA","Semi-Automatic","10","R",4750,3.55,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.9
"222","Ford","F150 Super Cab 4X4","Truck",395,"8","SA","Semi-Automatic","10","R",5250,3.31,"3","HWFE","61","Tier 2 Cert Gasoline",31
"223","Ford","F150 Super Cab 4x4","Truck",282,"6","SA","Semi-Automatic","6","R",5000,3.73,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21
"224","Ford","F150 Super Cab 4X4","Truck",395,"8","SA","Semi-Automatic","10","P",5250,3.31,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20.2
"225","Ford","F150 Super Cab 4X4","Truck",395,"8","SA","Semi-Automatic","10","P",5250,3.31,"21","Federal fuel 2-day exhaust (w/can load)","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",15
"226","Ford","F150 Super Cab 4X4","Truck",395,"8","SA","Semi-Automatic","10","R",5000,3.15,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21.1
"227","Ford","F150 Super Cab 4X4","Truck",395,"8","SA","Semi-Automatic","10","R",5000,3.15,"3","HWFE","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",22.6
"228","Ford","F150 Super Crew Cab 4X2","Truck",400,"6","SA","Semi-Automatic","10","R",5000,3.55,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.7
"229","Ford","FLEX","Car",355,"6","SA","Semi-Automatic","6","A",5250,3.16,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.7
"230","Ford","FLEX","Car",285,"6","SA","Semi-Automatic","6","F",5000,3.39,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22
"231","Ford","FOCUS","Car",160,"4","M","Manual","5","F",3250,3.82,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",31.9
"232","Ford","FOCUS","Car",160,"4","AM","Automated Manual","6","F",3375,3.85,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",30.8
"233","Ford","FOCUS","Car",160,"4","AM","Automated Manual","6","F",3375,3.85,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",34.4
"234","Ford","Focus","Car",123,"3","M","Manual","6","F",3250,4.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",39.5
"235","Ford","Focus","Car",123,"3","SA","Semi-Automatic","6","F",3250,3.44,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",36.1
"236","Ford","Focus RS","Car",350,"4","M","Manual","6","F",3750,4.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.8
"237","Ford","FOCUS ST","Car",247,"4","M","Manual","6","F",3500,4.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",28.8
"238","Ford","Fusion","Car",169,"4","SA","Semi-Automatic","6","F",3750,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",30.2
"239","Ford","Fusion","Car",240,"4","SA","Semi-Automatic","6","F",4000,3.36,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25.3
"240","Ford","Fusion","Car",169,"4","SA","Semi-Automatic","6","F",3750,3.07,"3","HWFE","61","Tier 2 Cert Gasoline",48
"241","Ford","Fusion","Car",240,"4","SA","Semi-Automatic","6","F",3875,3.21,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26.6
"242","Ford","Fusion","Car",325,"6","A","Automatic","6","F",4500,3.16,"3","HWFE","61","Tier 2 Cert Gasoline",36.9
"243","Ford","Fusion (HEV)","Car",141,"4","CVT","Continuously Variable","1","F",4000,2.57,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",62.4
"244","Ford","Fusion (HEV)","Car",141,"4","CVT","Continuously Variable","1","F",4250,2.57,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",55.4
"245","Ford","Fusion (PHEV)","Car",141,"4","CVT","Continuously Variable","1","F",4250,2.91,"3","HWFE","61","Tier 2 Cert Gasoline",61.3
"246","Ford","Fusion FWD","Car",169,"4","SA","Semi-Automatic","6","F",3750,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",29.3
"247","Ford","FUSION FWD","Car",173,"4","A","Automatic","6","F",3750,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26.5
"248","Ford","FUSION FWD","Car",173,"4","A","Automatic","6","F",3750,3.07,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26.8
"249","Ford","MKZ","Car",240,"4","SA","Semi-Automatic","6","F",4250,3.36,"3","HWFE","61","Tier 2 Cert Gasoline",39.1
"250","Ford","MKZ","Car",393,"6","A","Automatic","6","F",4500,2.77,"3","HWFE","61","Tier 2 Cert Gasoline",38.5
"251","Ford","MKZ","Car",393,"6","A","Automatic","6","F",4500,3.16,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21
"252","Ford","T150 Transit Wagon MDPV","Truck",365,"6","SA","Semi-Automatic","6","R",6000,3.31,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",18
"253","Ford","T250 Transit Van MDPV","Truck",315,"6","SA","Semi-Automatic","6","R",6000,3.31,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",17.7
"254","Ford","TRANSIT CONNECT VAN FFV","Truck",169,"4","SA","Semi-Automatic","6","F",3875,3.21,"3","HWFE","61","Tier 2 Cert Gasoline",38.4
"255","Ford","TRANSIT CONNECT VAN FFV","Truck",169,"4","SA","Semi-Automatic","6","F",3875,3.21,"21","Federal fuel 2-day exhaust (w/can load)","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",18.3
"256","Ford","TRANSIT CONNECT VAN FFV","Truck",169,"4","SA","Semi-Automatic","6","F",3750,3.21,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25.5
"257","Ford","TRANSIT CONNECT VAN FFV","Truck",169,"4","SA","Semi-Automatic","6","F",3750,3.21,"3","HWFE","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",28.4
"258","Ford","TRANSIT CONNECT WAGON LWB FFV","Truck",169,"4","SA","Semi-Automatic","6","F",4250,3.21,"3","HWFE","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",27.5
"259","Ford","TRANSIT CONNECT WAGON LWB FFV","Truck",169,"4","SA","Semi-Automatic","6","F",4250,3.21,"3","HWFE","61","Tier 2 Cert Gasoline",37.6
"260","Ford","TRANSIT T150 WAGON FFV","Truck",275,"6","SA","Semi-Automatic","6","R",6000,3.73,"21","Federal fuel 2-day exhaust (w/can load)","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",12.7
"261","Ford","TRANSIT T150 WAGON FFV","Truck",275,"6","SA","Semi-Automatic","6","R",6000,3.73,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",17.2
"262","Lincoln","Continental","Car",325,"6","A","Automatic","6","F",4750,2.77,"3","HWFE","61","Tier 2 Cert Gasoline",38.7
"263","Lincoln","Continental","Car",305,"6","A","Automatic","6","A",4750,3.39,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20.5
"264","Lincoln","Continental","Car",325,"6","A","Automatic","6","F",5000,3.16,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21
"265","Lincoln","Continental","Car",393,"6","A","Automatic","6","F",5000,3.39,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20.3
"266","Lincoln","Continental","Car",305,"6","A","Automatic","6","F",4750,3.16,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21.3
"267","Lincoln","Continental","Car",325,"6","A","Automatic","6","F",5000,3.16,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20.8
"268","Lincoln","Continental","Car",393,"6","A","Automatic","6","F",5000,3.39,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",19.5
"269","Lincoln","Continental","Car",305,"6","A","Automatic","6","A",4750,3.39,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20
"270","Lincoln","MKC","Truck",245,"4","SA","Semi-Automatic","6","F",4250,3.51,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.1
"271","Lincoln","MKC","Truck",275,"4","SA","Semi-Automatic","6","F",4250,3.51,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",22.4
"272","Lincoln","MKC","Truck",245,"4","SA","Semi-Automatic","6","F",4250,3.51,"3","HWFE","61","Tier 2 Cert Gasoline",35.5
"273","Lincoln","MKT","Car",270,"6","SA","Semi-Automatic","6","A",5250,3.16,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20.8
"274","Lincoln","MKX AWD","Truck",325,"6","A","Automatic","6","F",5000,3.39,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21
"275","Lincoln","MKX AWD","Truck",303,"6","SA","Semi-Automatic","6","A",4750,3.65,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",20.4
"276","Lincoln","MKX FWD","Truck",303,"6","A","Automatic","6","F",4500,3.39,"3","HWFE","61","Tier 2 Cert Gasoline",35.8
"277","BUICK","CASCADA","Car",200,"4","SA","Semi-Automatic","6","F",4250,3.53,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",22.9
"278","BUICK","ENCORE","Car",148,"4","SA","Semi-Automatic","6","F",3500,3.53,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",36.3
"279","BUICK","ENCORE AWD","Car",148,"4","SA","Semi-Automatic","6","F",3625,3.53,"3","HWFE","61","Tier 2 Cert Gasoline",42.2
"280","BUICK","ENCORE AWD","Car",148,"4","SA","Semi-Automatic","6","F",3625,3.53,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",34
"281","BUICK","ENCORE AWD","Car",138,"4","SA","Semi-Automatic","6","F",3625,3.53,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",29.3
"282","BUICK","ENVISION AWD","Truck",252,"4","A","Automatic","6","F",4500,3.17,"90","US06","61","Tier 2 Cert Gasoline",23.8
"283","BUICK","ENVISION AWD","Truck",197,"4","A","Automatic","6","F",4250,3.5,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",27
"284","BUICK","ENVISION FWD","Truck",193,"4","A","Automatic","6","F",4000,3.5,"3","HWFE","61","Tier 2 Cert Gasoline",41.1
"285","BUICK","LACROSSE","Car",193,"4","A","Automatic","6","F",3875,2.64,"90","US06","61","Tier 2 Cert Gasoline",30.8
"286","BUICK","LACROSSE","Car",310,"6","SA","Semi-Automatic","9","F",4000,2.89,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",26.5
"287","BUICK","LACROSSE AWD","Car",310,"6","SA","Semi-Automatic","9","F",4250,2.89,"3","HWFE","61","Tier 2 Cert Gasoline",42
"288","BUICK","REGAL","Car",260,"4","SA","Semi-Automatic","9","F",3875,2.89,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",27.9
"289","BUICK","REGAL","Car",260,"4","SA","Semi-Automatic","9","F",3750,2.89,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",29.7
"290","BUICK","REGAL AWD","Car",260,"4","SA","Semi-Automatic","8","F",4000,3.08,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",27.2
"291","BUICK","REGAL TOURX  AWD","Car",260,"4","SA","Semi-Automatic","8","F",4250,3.08,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",27
"292","CADILLAC","ATS","Car",272,"4","SA","Semi-Automatic","8","R",3750,2.85,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",28.6
"293","CADILLAC","ATS","Car",272,"4","M","Manual","6","R",3750,3.27,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",24.8
"294","CADILLAC","ATS","Car",272,"4","M","Manual","6","R",3875,3.27,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",24.4
"295","CADILLAC","ATS AWD","Car",272,"4","SA","Semi-Automatic","8","R",3875,3.27,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",27.7
"296","CADILLAC","ATS-V","Car",455,"6","SA","Semi-Automatic","8","R",4000,2.85,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",21.1
"297","CADILLAC","ATS-V","Car",455,"6","M","Manual","6","R",4000,3.73,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",20.3
"298","CADILLAC","CT6","Car",272,"4","SA","Semi-Automatic","8","R",4000,3.27,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",28
"299","CADILLAC","CT6","Both",335,"6","SA","Semi-Automatic","8","R",4500,3.27,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",22.6
"300","CADILLAC","CT6 AWD","Car",400,"6","SA","Semi-Automatic","8","R",4500,3.27,"3","HWFE","61","Tier 2 Cert Gasoline",36.5
"301","CADILLAC","CT6 AWD","Car",335,"6","SA","Semi-Automatic","8","R",4500,3.27,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",21.8
"302","CADILLAC","CTS","Car",272,"4","SA","Semi-Automatic","8","R",4000,2.85,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",27.7
"303","CADILLAC","CTS SEDAN","Car",272,"4","SA","Semi-Automatic","8","R",4000,2.85,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",27.1
"304","CADILLAC","CTS SEDAN AWD","Both",335,"6","SA","Semi-Automatic","8","R",4250,3.27,"3","HWFE","61","Tier 2 Cert Gasoline",39
"305","CADILLAC","CTS-V","Car",650,"8","SA","Semi-Automatic","5","R",4500,2.85,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",17.5
"306","CADILLAC","ESCALADE 2WD","Truck",425,"8","A","Automatic","8","R",6000,3.23,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",18.2
"307","CADILLAC","ESCALADE 2WD","Truck",420,"8","A","Automatic","10","R",6000,3.23,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",17.7
"308","CADILLAC","ESCALADE 4WD","Truck",420,"8","A","Automatic","10","R",6500,3.23,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",16.9
"309","CADILLAC","ESCALADE 4WD","Truck",420,"8","A","Automatic","10","R",6000,3.23,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",17.7
"310","CADILLAC","XT5","Truck",310,"6","SA","Semi-Automatic","8","F",4250,3.2,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",24.6
"311","CADILLAC","XT5 AWD","Truck",310,"6","SA","Semi-Automatic","8","F",4750,3.2,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",23
"312","CADILLAC","XTS","Car",305,"6","SA","Semi-Automatic","6","F",4500,2.77,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",22.8
"313","CADILLAC","XTS AWD","Car",410,"6","SA","Semi-Automatic","6","F",4750,3.16,"3","HWFE","61","Tier 2 Cert Gasoline",32.2
"314","CADILLAC","XTS AWD","Car",305,"6","SA","Semi-Automatic","6","F",4500,2.77,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",22.6
"315","CADILLAC","XTS HEARSE","Car",303,"6","SA","Semi-Automatic","6","F",6000,3.16,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",18.1
"316","CHEVROLET","C15 SILVERADO 2WD","Truck",345,"8","A","Automatic","8","R",5500,3.08,"3","HWFE","61","Tier 2 Cert Gasoline",33.3
"317","CHEVROLET","C15 SILVERADO 2WD","Truck",425,"8","A","Automatic","8","R",5500,3.23,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",18.5
"318","CHEVROLET","C1500 SUBURBAN 2WD","Truck",345,"8","A","Automatic","6","R",6000,3.42,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",20.1
"319","CHEVROLET","C1500 SUBURBAN 2WD","Truck",345,"8","A","Automatic","6","R",6000,3.42,"31","Federal fuel 3-day exhaust","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",14.8
"320","CHEVROLET","CAMARO","Car",272,"4","SA","Semi-Automatic","8","R",3875,3.27,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",27.7
"321","CHEVROLET","CAMARO","Car",272,"4","SA","Semi-Automatic","8","R",3625,3.27,"3","HWFE","61","Tier 2 Cert Gasoline",44.6
"322","CHEVROLET","CAMARO","Car",272,"4","M","Manual","6","R",4000,3.27,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",25.1
"323","CHEVROLET","CAMARO","Car",272,"4","M","Manual","6","R",3625,3.27,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",25
